QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
bloodstonefactorystarted_0211,,Verified,,Bloodstone Investigation,https://acportalstorm.com/wiki/Bloodstone_Investigation,Started Bloodstone Investigation. See Pillar; Sir Donovan. In Frozen Valley.,Cabin by the Frozen Valley 83.8N 4.3W - Speak with Sir Donovan - Gurog Ice Cave 84.9N 7.1W - Frozen Tomb 84.9N 7.1W - Lord Kastellar's Lab 84.9N 7.1W - Zaikhal - Speak with Kuyiza bint Zayi the Translator - Cabin by the Frozen Valley 83.8N 4.3W - Bloodstone Factory 84.5N 5.1W,FALSE
blueblanketgivencomplete,,,Verified,Colosseum Bosses,https://acportalstorm.com/wiki/Colosseum_Bosses,Flagged to use Arena of Pumpkin King. See Arena of the Pumpkin King. In Yanshi.,Flagged to use Arena of Pumpkin King. See Arena of the Pumpkin King. In Yanshi.,FALSE
bluefireinfusion,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Loot Blue Fire Infusion from Mount Lethe Hellfire.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
blueprintsburunfort,,Verified,Verified,Hidden Entrance Quest,https://acportalstorm.com/wiki/Hidden_Entrance_Quest,Loot Blueprints for a Burun Fortress. In Yanshi.,Speak with Ydnew 12.0S 42.6E - Burun Fortress 25.8S 46.3E - Hidden Entrance 24.3S 46.3E - Underway - Tunnels - Halls,TRUE
bonecrunchkeypickuptimer,,Verified,Verified,Aerbax's Prodigal Drudge,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Drudge,Loot Bonecrunch's Chest Key. In Cragstone.,Cragstone 25.6N 49.4E - Speak with Jarvis Hammerstone - Drudge Fort 25.4N 45.9E - Speak with Sergeant Shanks - Speak with Hoogan - Drudge Fort Cave 25.4N 45.9E - Under Drudge Fort - Bonecrunch's Treasury,TRUE
boneylumpoffleshpickuptimer,,Verified,Verified,Shield of Isin Dule Quest,https://acportalstorm.com/wiki/Shield_of_Isin_Dule_Quest,Picked up Boney Lump of Flesh. Find/use Niccolo De Luca.,Shadow Spire 91.8S 92.7W - Kill Lieutenant Beraxis Lieutenant Yezusthule and Lieutenant Shenza - Enter portal - Climb stairs - Speak with Captain Faalx - Enter ceiling portal to Spire's Head - Kill Shadow Cyst - Loot Boney Lump of Flesh - Open Fleshy Trove - Loot Shield of Isin Dule - Speak with Sarkin Killcrane 61.9S 51.5W in Wai Jhou,TRUE
book100paths7quest,,Verified,Verified,Musansayn's Library,https://acportalstorm.com/wiki/Musansayn's_Library,Book 100 Paths Quest. Find/use The Hundred Trackless Paths.,Northwest Samsur Outpost 0.0S 16.3E - Speak with Rubid al-Jurma - Musansayn's Vaults 1.0S 18.7E - Keep left through rooms to Library Door - Take east door to room with Zharalim - Rescue The Hundred Trackless Paths from fire - Pick up Samsur Town Stamp - Return to Rubid al-Jurma at Northwest Samsur Outpost,TRUE
bookcasenoir1,,,,Noir Assassination Investigation,https://acportalstorm.com/wiki/Noir_Assassination_Investigation,You've moved the bookcase.,Lytelthorpe 0.9N 51.1E - Speak with Guard Chandler Hammett - Read Sign at Cragstone 25.4N 49.2E or Hebian-To 39.0S 82.9E or Zaikhal 13.5N 0.7E - Speak with Dame Brinna O'Shea - Nanto Tree Portals 47.3S 83.4E - La Casa del Noir MacNiall's Freehold - Speak with Gentleman Jake Hawkins 74.5S 92.3E - Bandit Hideout - Bandit Hideout Prison - Lytelthorpe - Speak with Dame Brinna O'Shea,FALSE
bookercelquest,,Verified,,Ercel's Lost Book,https://acportalstorm.com/wiki/Ercel's_Lost_Book,A.,East Lytelthorpe Outpost 1.0N 54.3E - Speak with Ercel - Forgotten Temple 0.9N 55.8E - Loot book from chest - Return to Ercel,TRUE
bookfalatacotway,,,Verified,Preparation for the Ritus,https://acportalstorm.com/wiki/Preparation_for_the_Ritus,Player has received a copy of the Falatacot Way. See Living Tome.,Gerent's Compound 87.2S 17.5W - Speak with Representative of the Singularity - Aerbax's Holding 62.4S 71.1W - Use Magically Sealed Dais - Ancient Temple 33.0S 88.0W - Use Living Tome,FALSE
bookkouquest,,Verified,,Magical Lights,https://acportalstorm.com/wiki/Magical_Lights,Book Kou Quest. Find/use Inuo-Kon Kou's Book.,Nanto East Outpost 52.4S 85.3E - Speak with Inuo KonKou - Lytaway Dungeon 52.6S 86.7E - Retrieve Inuo-Kon Kou's Book - Return to Inuo KonKou,TRUE
booknoir1,,Verified,Verified,Noir Assassination Investigation,https://acportalstorm.com/wiki/Noir_Assassination_Investigation,You've looked at Jake's journal. See Open Journal.,Lytelthorpe 0.9N 51.1E - Speak with Guard Chandler Hammett - Read Sign at Cragstone 25.4N 49.2E or Hebian-To 39.0S 82.9E or Zaikhal 13.5N 0.7E - Speak with Dame Brinna O'Shea - Nanto Tree Portals 47.3S 83.4E - La Casa del Noir MacNiall's Freehold - Speak with Gentleman Jake Hawkins 74.5S 92.3E - Bandit Hideout - Bandit Hideout Prison - Lytelthorpe - Speak with Dame Brinna O'Shea,TRUE
bookturnedin,,,,Halls of Knorr,https://acportalstorm.com/wiki/Halls_of_Knorr,Turned in book to Olcris. See Olcris; Nuhmudira's Student.,Stonehold 68.7N 21.6W Speak with Olcris Nuhmudira's Student - Knorr Trials - Seat of Knorr - Barracks - Research Chamber - Forge,FALSE
boshboshslayertokenpickuptimer,,Verified,Verified,Killing Bosh Bosh,https://acportalstorm.com/wiki/Killing_Bosh_Bosh,Player has picked up Bosh Bosh Slayer Token. Find/use Greater Unstable Bosh Bosh Slayer Token. In Kor Gusha.,Speak with Kuuru at Kor-Gursha - Southern Catacombs portal - Deep Guruk Caverns,TRUE
bosshelmacquired0205,,Verified,Verified,Sezzherei's Lair Quest,https://acportalstorm.com/wiki/Sezzherei's_Lair_Quest,You looted the Salvaging Helm. Find/use Salvager's Helm.,You looted the Salvaging Helm. Find/use Salvager's Helm.,TRUE
bossingotseal,Levistras,,Verified,Boss Ingot Seal,,,,
bosstokenacquired0205,,Verified,Verified,Sezzherei's Lair Quest,https://acportalstorm.com/wiki/Sezzherei's_Lair_Quest,You acquired a token denoting you the Sezzherei Slayer!. Find/use Sezzherei Slayer Token.,You acquired a token denoting you the Sezzherei Slayer!. Find/use Sezzherei Slayer Token.,TRUE
boygrubcompletedquest,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player completed the quest?. See Putiputipuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubfedwrongapple,,Verified,,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player fed an apple to the grub without first being infested?. See Putiputipuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,FALSE
boygrubfoundapple,,Verified,,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player found an apple as far as Tekapuapuh knows?. See Putiputipuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,FALSE
boygrubgaveahna,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player given Tekapuapuh an Ahna?.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubgavepah,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player given Tekapuapuh a Pan?.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubgotbow,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player been given the Panaq bow?. See Tekapuapuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubinfested,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player used the Infested cistern?. See Olthoi Cistern; Putiputipuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubstartedquest,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player started the quest?. See Putiputipuh; Tekapuapuh.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubtookahna,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player picked up an Ahna?. Find/use Mysterious Tumerok Artifact.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubtooknaq,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player picked up a Naq?. Find/use Mysterious Tumerok Artifact.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
boygrubtookpah,,Verified,Verified,Putiputipuh's Onga,https://acportalstorm.com/wiki/Putiputipuh's_Onga,Has the player picked up a Pan?. Find/use Mysterious Tumerok Artifact.,Speak with Hea Mutuona 47.1N 90.3W - Speak with Tekapuapuh 46.4N 91.5W - Secret Putiputi Place 46.3N 82.1W - collect Mysterious Tumerok Artifact from Olthoi Cisterns - kill Glowing Pustule to open portal - repeat for next two dungeons - use pustules in fourth dungeon until flagged - pick up apple - return via portal - turn in apple to Putiputipuh - turn in three artifacts to Tekapuapuh,TRUE
braceletloueiquest,,Verified,Verified,Lou Ei's Stolen Bracelet,https://acportalstorm.com/wiki/Lou_Ei's_Stolen_Bracelet,Bracelet Lou Ei Quest. Find/use Lou Ei's bracelet. In Yanshi North outpost.,North Yanshi Outpost 9.9S 46.6E - Speak with Lou Ei - Small Cave 9.8S 48.0E - Speak with Lou Ei - Yanshi 12.0S 42.6E - Speak with Dai Ya the Scholar,FALSE
braceletofpassage,,Verified,,Plateau Village Transit,https://acportalstorm.com/wiki/Plateau_Village_Transit,Wearing Bracelet Of Passage.,Plateau Village 42.9N 42.3W - Speak with Lieutenant Allandal - Viamontian Laboratory 39.4N 75.3W - Castle Pietrus 19.4N 49.5W - Tumerok Fortification 16.5N 50.5W - Return to Lieutenant Allandal,FALSE
braidmansionruincompleted_1111,,Verified,Verified,Lou Ka's Stolen Items,https://acportalstorm.com/wiki/Lou_Ka's_Stolen_Items,Completed Braid Mansion Ruin (Lou Ka's Stolen Items). In Shoushi.,Shoushi 33.5S 73.0E - Speak with Lou Ka - Braid Mansion Ruin 34.2S 72.0E - Collect eight stolen items - Return to Lou Ka,TRUE
branithshirtpickup,Conquest,Verified,,Branith's Shirt,,Branithshirt Pickup,Branithshirt Pickup,TRUE
brevnatrewardclaimed,Conquest,Verified,,Brevnat,,Brevnat Reward Claimed,Brevnat Reward Claimed,TRUE
brewmasterback,,Verified,Verified,Brewmaster Quest,https://acportalstorm.com/wiki/Brewmaster_Quest,Brew Master Quest Pickup Timer Back. Find/use Brewmaster's Back Cover.,Sanamar 71.8N 60.8W - Speak with Rand - Waterfall Cave 84.0N 75.4W - Remote Empyrean Vault 81.6N 71.2W - Viamontian Garrison 75.3N 73.8W - Lola's Den 91.9N 69.6W - Speak with Rand,TRUE
brewmastercover,,Verified,Verified,Brewmaster Quest,https://acportalstorm.com/wiki/Brewmaster_Quest,Brew Master Quest Pickup Timer Cover. Find/use Brewmaster's Front Cover.,Sanamar 71.8N 60.8W - Speak with Rand - Waterfall Cave 84.0N 75.4W - Remote Empyrean Vault 81.6N 71.2W - Viamontian Garrison 75.3N 73.8W - Lola's Den 91.9N 69.6W - Speak with Rand,TRUE
brewmasterpages,,Verified,Verified,Brewmaster Quest,https://acportalstorm.com/wiki/Brewmaster_Quest,Brew Master Quest Pickup Timer Pages. Find/use Brewmaster's Pages.,Sanamar 71.8N 60.8W - Speak with Rand - Waterfall Cave 84.0N 75.4W - Remote Empyrean Vault 81.6N 71.2W - Viamontian Garrison 75.3N 73.8W - Lola's Den 91.9N 69.6W - Speak with Rand,TRUE
brightaetheriumorefragmentpickedup,,Verified,Verified,Aetherium Raid (High),https://acportalstorm.com/wiki/Aetherium_Raid_(High),Pick up Bright Aetherium ore Fragment. In Direlands Gear Knight Invasion Area.,Speak with Sir Durnstad at Direlands Gear Knight Resistance Camp 12.3S 75.0W - Direlands Gear Knight Dungeon 10.4S 75.2W destroy stockpile - return to Sir Durnstad,TRUE
brilliantshardgiven,,Verified,,Gateway to the Deep,https://acportalstorm.com/wiki/Gateway_to_the_Deep,Brilliant Shard given to Rhujun. See Shuthoth. In Ayan Baqur.,Ayan Baqur 60.1S 87.7W - Speak with Shuthoth - Aerlinthe 87.3N 51.2E - Speak with Devastated Watcher - Devastated Falatacot Temple - Speak with Shemza - Gateway of Shemza 87.6S 4.4W - Speak with Lurza - Gateway of Lurza 87.6S 4.4W - Speak with Dmesne - Gateway of Dmesne 87.6S 4.4W - Speak with Rhujun - Speak with Flame Guardian - Abandoned Mines Mirror 38.6N 65.8W - Speak with Water Guardian - 70.3N 65.4E - Speak with Watcher of the Deep,FALSE
brokenkeyringmartine,,Verified,Verified,Quiddity Weapons Quest,https://acportalstorm.com/wiki/Quiddity_Weapons_Quest,Player has picked up the Broken Singularity Keyring. Find/use Ring of a Singularity Key.,,
brokenkeyteethmartine,,Verified,Verified,Quiddity Weapons Quest,https://acportalstorm.com/wiki/Quiddity_Weapons_Quest,Player has been picked up the Broken Singularity Key Teeth. Find/use Teeth of a Singularity Key.,,
brokenoccultusseal,,Verified,Verified,Collegium Occultus Ring Quest,https://acportalstorm.com/wiki/Collegium_Occultus_Ring_Quest,Broken Occultus Seal. See Balior; Roderick.,Stonehold 68.7N 21.6W - Speak with Olcris - Halls of Knorr - Collegium Occultus Anteroom - Speak with Bailor - Mite Maze - Speak with Roderick - Collegium Occultus - Defeat Master Malsivir - Return to Bailor - Return to Roderick,FALSE
brokenoccultussealgiven,,Verified,Verified,Collegium Occultus Ring Quest,https://acportalstorm.com/wiki/Collegium_Occultus_Ring_Quest,Broken Occultus Seal given. See Roderick; Balior.,Stonehold 68.7N 21.6W - Speak with Olcris - Halls of Knorr - Collegium Occultus Anteroom - Speak with Bailor - Mite Maze - Speak with Roderick - Collegium Occultus - Defeat Master Malsivir - Return to Bailor - Return to Roderick,FALSE
bronzedragonkillcount,Conquest,Verified,,Bronze Dragon Kill Task,,Bronzedragon Kill Count,Bronzedragon Kill Count,TRUE
bronzedragonkilltask,Conquest,Verified,,Bronze Dragon Kill Task,,Bronzedragon Kill Task,Bronzedragon Kill Task,TRUE
bronzedragonkilltaskstarted,Conquest,Verified,,Bronze Dragon Kill Task,,Bronzedragon Kill Task Started,Bronzedragon Kill Task Started,TRUE
bronzegauntlettrooperkillcount,,Verified,Verified,Bronze Gauntlet Trooper Kill Task,https://acportalstorm.com/wiki/Bronze_Gauntlet_Trooper_Kill_Task,Kill count. Kill Bronze Gauntlet Trooper; turn in to Lieutenant Grenlin. In Yaraq.,Speak with Lieutenant Grenlin 33.4S 6.3E - Inner Sea Gear Knight Invasion Area 36.7S 7.3E kill 25 Bronze Gauntlet Troopers - Return to Lieutenant Grenlin 33.4S 6.3E,TRUE
bronzegauntlettrooperkilltask,,Verified,,Bronze Gauntlet Trooper Kill Task,https://acportalstorm.com/wiki/Bronze_Gauntlet_Trooper_Kill_Task,Kill task timer. See Lieutenant Grenlin. In Yaraq.,Speak with Lieutenant Grenlin 33.4S 6.3E - Inner Sea Gear Knight Invasion Area 36.7S 7.3E kill 25 Bronze Gauntlet Troopers - Return to Lieutenant Grenlin 33.4S 6.3E,TRUE
broodmatroncarapacepickedup,,Verified,Verified,Asheron's Raiment Quest (Extreme),https://acportalstorm.com/wiki/Asheron's_Raiment_Quest_(Extreme),You have obtained a Brood Matron Carapace. In Baishi.,Arwic 30.9N 56.3E - Matron Hive East 49.8S 62.0E - Kill Olthoi Brood Matron and loot Brood Matron Carapace - Speak with Olthoi Hunter,TRUE
broodmatronclawpickedup,,Verified,Verified,Asheron's Raiment Quest (Low),https://acportalstorm.com/wiki/Asheron's_Raiment_Quest_(Low),You have obtained a Brood Matron Claw. In Khayyaban.,Matron Hive South 52.5S 81.9E - Kill Olthoi Brood Matron and loot Brood Matron Claw - Speak with Olthoi Hunter near Arwic 30.9N 56.3E,TRUE
broodmatroncrestpickedup,,Verified,Verified,Asheron's Raiment Quest (High),https://acportalstorm.com/wiki/Asheron's_Raiment_Quest_(High),You have obtained a Brood Matron Crest. In Uziz.,Matron Hive West 25.0S 28.1E - Kill Olthoi Brood Matron loot Brood Matron Crest - Speak with Olthoi Hunter 30.9N 56.3E,TRUE
